"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary_for_other_currency","salary_for_tl_currency"
"Middle","QA / Test Automation Developer","Java","3 - 5 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Team / Tech Lead","Kotlin, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"29.000 TL - 29.999 TL"
"Middle","Mobile Application Developer","Swift / Objective C, Flutter","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Back-end Developer","JavaScript | Html | Css","3 - 5 Yıl","Erkek","E-Ticaret","25 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React, Vue, React Native","3 - 5 Yıl","Erkek","Oyun","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Mobile Application Developer","Flutter","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Front-end Developer","React","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Kocaeli ","₺ - Türk Lirası",,"24.000 TL - 24.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, React, Angular","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","QA / Test Automation Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","DevOps Engineer","Yazılım geliştirmiyorum","1 - 3 Yıl","Kadın","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Full Stack Developer","Ruby, React","5 - 7 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","€ - Euro","3.000 - 3.999",
"Middle","Front-end Developer","JavaScript | Html | Css, React, Vue","3 - 5 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","$ - Dolar","2.000 - 2.999",
"Middle","Full Stack Developer",".Net","15 Yıl ve üzeri","Erkek","Kobi","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Team / Tech Lead",".Net, JavaScript | Html | Css, Angularjs,c#","10 - 14 Yıl","Erkek","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","Antalya","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","7 - 10 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Senior","Team / Tech Lead","Java, Kotlin, Swift / Objective C","3 - 5 Yıl","Erkek","Startup","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Junior","Mobile Application Developer","Java, Kotlin","0 - 1 Yıl","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","Full Stack Developer","Python, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Outsource","250+","Pandemi Nedeniyle; Geçici Olarak Remote","Krakow","€ - Euro","2.000 - 2.999",
"Junior","Back-end Developer","JavaScript | Html | Css, React, Nest.js","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Ofis","Antalya","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Full Stack Developer",".Net, Go, JavaScript | Html | Css, React, Angular","5 - 7 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Back-end Developer","Php","15 Yıl ve üzeri","Erkek","Startup","10 - 25 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Data Analyst","Python, SQL","3 - 5 Yıl","Erkek","Oyun","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"40.000 TL - 40.999 TL"
"Senior","Full Stack Developer","Delphi","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Middle","Full Stack Developer","Go, Vue, Flutter","1 - 3 Yıl","Erkek","Outsource","1 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","$ - Dolar","10.000 ve üzeri",
"Middle","Full Stack Developer",".Net, Angular","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Front-end Developer","Angular","3 - 5 Yıl","Kadın","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Back-end Developer","Java, Go","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Senior","Data Engineer","Java, Python","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","İzmir","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Front-end Developer","React","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İzmir","₺ - Türk Lirası",,"30.000 TL - 30.999 TL"
"Middle","Software Architect","Python, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Miami","$ - Dolar","3.000 - 3.999",
"Junior","Back-end Developer","Php, React","1 - 3 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Team / Tech Lead","Python, Ruby","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"37.000 TL - 37.999 TL"
"Junior","Front-end Developer","React, React Native","1 - 3 Yıl","Erkek","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Middle","Mobile Application Developer","Kotlin","3 - 5 Yıl","Erkek","Outsource","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Embedded Software Developer","Python, C / C++","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Junior","Mobile Application Developer","Swift / Objective C","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Outsource","10 - 25 Kişi","Ofis","Yurt Dışı","€ - Euro","2.000 - 2.999",
"Junior","Back-end Developer","Java","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","Muğla","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Junior","QA / Test Automation Developer",".Net","0 - 1 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","Back-end Developer","Java, Python","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Yurt Dışı","€ - Euro","3.000 - 3.999",
"Senior","Front-end Developer","Php, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"12.000 TL - 12.999 TL"
"Senior","Full Stack Developer","Php","7 - 10 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Antalya","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Senior","CTO","Java, .Net, Php, Python, Swift / Objective C, C / C++, JavaScript | Html | Css, React, Vue, Angular, React Native","15 Yıl ve üzeri","Erkek","E-Ticaret","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası",,"25.000 TL - 25.999 TL"
"Senior","Software Architect","Java, .Net, Php, Go, Python, React, Angular, React Native, Unreal","7 - 10 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"35.000 TL - 35.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Senior","Mobile Application Developer","Swift / Objective C","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"23.000 TL - 23.999 TL"
"Middle","Full Stack Developer","Php, JavaScript | Html | Css","10 - 14 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İzmir","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Startup","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"22.000 TL - 22.999 TL"
"Junior","Full Stack Developer","Java, Quick","1 - 3 Yıl","Erkek","Banka","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css","10 - 14 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular, Delphi","15 Yıl ve üzeri","Erkek","Kurumsal","100 - 250 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Middle","Full Stack Developer",".Net","5 - 7 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Angular","10 - 14 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Yurt Dışı","$ - Dolar","2.000 - 2.999",
"Junior","Front-end Developer","JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Oyun","10 - 25 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"6.000 TL - 6.999 TL"
"Senior","Mobile Application Developer","Java, Kotlin","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İzmir","$ - Dolar","2.000 - 2.999",
"Senior","Embedded Software Developer","C / C++","10 - 14 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","Full Stack Developer",".Net, Angular","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Front-end Developer","React","5 - 7 Yıl","Erkek","Oyun","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Senior","Team / Tech Lead",".Net","5 - 7 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"14.000 TL - 14.999 TL"
"Senior","Team / Tech Lead","Ruby","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"32.000 TL - 32.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, React","10 - 14 Yıl","Erkek","Fintech / Finans","100 - 250 Kişi","Remote","Yurt Dışı","€ - Euro","4.000 - 4.999",
"Junior","Front-end Developer","JavaScript | Html | Css, React","0 - 1 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Senior","DevOps Engineer","Java","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Middle","Back-end Developer",".Net, Go","10 - 14 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Mobile Application Developer","React Native","0 - 1 Yıl","Erkek","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"10.000 TL - 10.999 TL"
"Senior","Software Architect",".Net","10 - 14 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Junior","Back-end Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Mobile Application Developer","Java, Kotlin","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"27.000 TL - 27.999 TL"
"Senior","Mobile Application Developer","Kotlin","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"21.000 TL - 21.999 TL"
"Senior","Front-end Developer","React, Vue","10 - 14 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, Vue, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css, React, Vue, Angular","10 - 14 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Junior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"11.000 TL - 11.999 TL"
"Junior","Back-end Developer","Go","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Machine Learning","Python","1 - 3 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","0 - 1 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Middle","Back-end Developer","Java","5 - 7 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Eskişehir","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, Angular","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Outsource","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","Full Stack Developer",".Net, Php, C / C++, JavaScript | Html | Css","5 - 7 Yıl","Erkek","Kurumsal","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Full Stack Developer",".Net","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Full Stack Developer","Php, JavaScript | Html | Css, Vue","5 - 7 Yıl","Erkek","Startup","25 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Middle","DevOps Engineer","Python","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css","1 - 3 Yıl","Erkek","Outsource","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Middle","Full Stack Developer","Python, React","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Senior","Back-end Developer",".Net, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Mobile Application Developer","React Native","7 - 10 Yıl","Erkek","Startup","10 - 25 Kişi","Remote","Yurt Dışı","€ - Euro","2.000 - 2.999",
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","E-Ticaret","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Junior","Mobile Application Developer","Swift / Objective C","0 - 1 Yıl","Erkek","Diğer","1 - 10 Kişi","Remote","Eskişehir","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İngiltere","$ - Dolar","2.000 - 2.999",
"Middle","Mobile Application Developer","Kotlin","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası",,"15.000 TL - 15.999 TL"
"Junior","Mobile Application Developer","Flutter","0 - 1 Yıl","Erkek","Kurumsal","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
"Junior","Mobile Application Developer","Kotlin","0 - 1 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"8.000 TL - 8.999 TL"
"Middle","QA / Test Automation Developer","Java","3 - 5 Yıl","Erkek","Outsource","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"20.000 TL - 20.999 TL"
"Senior","Front-end Developer","JavaScript | Html | Css, Angular","15 Yıl ve üzeri","Erkek","Kurumsal","25 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","Data Analyst",".Net","5 - 7 Yıl","Kadın","E-Ticaret","250+","Pandemi Nedeniyle; Geçici Olarak Remote","İstanbul","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Senior","Back-end Developer",".Net, C / C++","15 Yıl ve üzeri","Erkek","Outsource","10 - 25 Kişi","Remote","İstanbul","₺ - Türk Lirası",,"16.000 TL - 16.999 TL"
"Senior","Team / Tech Lead","React Native","10 - 14 Yıl","Erkek","Startup","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"50.000 TL ve üzeri"
"Senior","Full Stack Developer","Php, JavaScript | Html | Css, Vue","7 - 10 Yıl","Erkek","Dijital / Reklam Ajansı","10 - 25 Kişi","Pandemi Nedeniyle; Geçici Olarak Remote","İzmir","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Middle","Mobile Application Developer","Java, Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası",,"13.000 TL - 13.999 TL"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","1 - 3 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","Yurt Dışı","₺ - Türk Lirası",,"18.000 TL - 18.999 TL"
"Middle","Full Stack Developer","Go, Python, Vue","3 - 5 Yıl","Erkek","Startup","25 - 50 Kişi","Hibrit (Ofis + Remote)","Yurt Dışı","₺ - Türk Lirası",,"17.000 TL - 17.999 TL"
"Junior","Front-end Developer","JavaScript | Html | Css, React, Vue, React Native","1 - 3 Yıl","Erkek","Startup","1 - 10 Kişi","Remote","Yurt Dışı","₺ - Türk Lirası",,"9.000 TL - 9.999 TL"
"Senior","QA / Test Automation Developer",".Net","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası",,"19.000 TL - 19.999 TL"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Kurumsal","250+","Pandemi Nedeniyle; Geçici Olarak Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası",,"5.000 TL - 5.999 TL"
"Junior","Machine Learning","Python, C / C++","0 - 1 Yıl","Erkek","Startup","1 - 10 Kişi","Ofis","Ankara","₺ - Türk Lirası",,"7.000 TL - 7.999 TL"
